SOLD_MONTH,CITY,ZIP,PRICE,BEDS,BATHS,SQUAREFEET,LOTSIZE,YEARBUILT,Price_per_sqrt,MLS,LATITUDE,LONGITUDE,HOUSE_DES
5/1/2022,Frisco,75036,905000,5,4,4734,8407,2007,191,20009943,33.1427459,-96.8664708,"This magnificent splendor comes w fresh paint, soaring ceilings located in W Frisco & highly acclaimed Frisco ISD. 5 bdrms, 4 full baths w 3-car rear entry garage on a 74-ft width lot. Handscraped hardwood floors down. Open office, formal dining w butlers pantry & large walk-in pantry - a chef's dream to prepare & cook meals. Large island, lots of tall cabinets, all painted white. Double-ovens. Even laundry room is large w utility sink & space for additional fridge freezer. 2-story tall family rm. Master suite & one bdrm down. Large master closet w built-in custom closets. At the top of spiral staircase, you'll find 1 gameroom w wet bar & another gameroom w built-in desk area. Spacious media room. 3 secondary bdrms upstairs. One of those bdrms are jack-n-jill. Enjoy backyard w stamped concrete patio listening to sounds of flowing water in small backyard pond under string lights. Closeby Tollway, shopping, retail & restaurants. Wireless Access Point built in upstairs."
1/1/2022,Frisco,75036,935000,5,4,4918,8407,2008,190,14730169,33.1393175,-96.868472,"Stunning!!Beautiful home in the heart of Frisco, TX and in the highly desired school zone. The home comes with new oversize fenses, HVAC and upgrades throughout including stained wood floors & plantation shutters, double stairways, Open ceiling floorplan. Kitchen has granite tops, Virus-free Zone Air-purifier, SSappliances, new Bosch DW, impressive island with tons of seating, separate desk area. Huge fam has stone FP, space to entertain! Master & guestrm dwnstrs, 3bdrms upstrs. Large master with sitting area & vaulted ceiling, 2 vanities, jetted tub, awesome closet! 2 Game rms & media upstrs with bar. Community pool & play areas!"
9/1/2021,Frisco,75036,1000000,5,5.5,4941,10193,2014,202,14634347,33.1393431,-96.8742635,"Welcome to the home of your dreams located in the highly coveted community of PCR. Enjoy your morning coffee on the large covered patio or on the second floor balcony. This gorgeous home is located on an oversized lot and within walking distance to the highly rated FISD Elementary School as well as one of two community pools. This showstopper features an open-concept floorplan with game, media, study & formal dining. Living room w-soaring ceilings, beams & stone fireplace is sure to impress. Unwind in the luxurious owners retreat & recharge in the spa-like bathroom. PCR features 100+ acres green space, pools, fitness center, parks, trails, volleyball, bocce ball & more. Search address on YouTube for video."
11/1/2021,Frisco,75036,535000,3,3,3285,8756,2004,163,14701229,33.145326,-96.8735931,"MULTIPLE OFFERS RECEIVED. BEST AND FINAL MONDAY AT 5pm. Arguably one of the most desirable David Weekly floor plans in sought after Heritage Village. This premier west Frisco Home says it all. This stunning 3 bedroom, 2 Full 2half bath home has a split bedroom floor plan with a extra bonus room upstairs that could be made into a 4th bedroom. Plenty of storage both inside and a storage shed outside. Spacious island kitchen with oversized breakfast area with easy access to formal dining. Office with French doors. Gas fireplace with remote control igniter. Architectural upgrades through out the home."
7/1/2021,Frisco,75036,599000,5,3.5,3698,8233,2005,162,14606752,33.1503758,-96.8759604,"A great opportunity to own a beautiful Drees Custom Home in West Frisco in an upscale neighborhood with excellent schools. This spacious home boasts of oak hand-scraped wood floors, two large living areas, a media room, a large outdoor covered patio landscaped with perennials and flower beds. The downstairs study is a flex room which can serve also as a 5th bedroom. There is a second master bedroom upstairs bedroom. Plantation shutters throughout. Water heaters, appliances, windows, screens replaced in the last two years. The oversized 2.5 car garage has lots of built-ins, extra storage space, extended driveway for an extra car. This home has been well loved and maintained."
9/1/2021,Frisco,75036,515000,4,2.5,2582,7754,2000,199,14645199,33.151535,-96.869768,"* * Multiple offers received. Offer deadline - 11am on Monday, Aug 16th * * Completely remodeled 4 bed, 2.5 bath PLUS office study w pool & spa on cul-de-sac in highly desired West Frisco neighborhood w community pool & top-rated, exemplary schools! Sparks Elem is rated 8 out of 10, Pioneer Heritage Middle is rated 10 out of 10, Reedy High School is rated 8 out of 10 on GreatSchools. Org. Master bedroom on 1st. 3 beds, full bath, & gameroom up. Backyard paradise w pergola, pool & spa, water slide, tropical tiki bar. Ideally located near Dallas North Tollway & The Star, Legacy West, etc. Downstairs AC replaced 2016. Upstairs AC replaced Aug 2021. Foundation work in 2012 w transferable warranty. 3D tour available."
7/1/2021,Frisco,75036,400000,3,2,1908,4095,2016,210,14574077,33.1503835,-96.8868972,"Lovely single story patio home with great location in Frisco!! Exemplary Frisco schools! Cozy front porch with brick pavers greet you as you enter! This home features three bedrooms and a study with French doors, spacious living area with gas fireplace, overlooked by beautiful kitchen with granite countertops and elegant tile backsplash, ss appliances, gas cooktop and pantry!! Lots of cabinet space! Master suite features trayed ceiling, separate shower and tub, double sinks and walk in closet! Covered patio in back yard! Don't miss this opportunity!!"
6/1/2021,Frisco,75034,620000,4,3.5,3560,11543,2002,174,14589689,33.1449913,-96.8685655,"Exceptional home on large corner lot with luxurious pool in a spacious well landscaped backyard located in HERITAGE VILLAGE subdivision in west Frisco. Great open floor plan with large living and dining area. Open kitchen features Special highest grade Granite counter tops, stone accent corner cooktop and fire place and more. Excellent floor plan, split master + mother-in-law suite down, 2 bedrooms + game room and a very large storage room upstairs. Extra features, many upgrades. (New walking shower in 2nd bedroom). New Redwood hand scraped and stained entire first floor 2019, New wall paint first floor 2020, New 5 tons 16 seers Carrier Air-condition 2018. Special window shutters first floor 2018."
4/1/2021,Frisco,75036,350000,4,3.5,2505,6055,2006,140,14527454,33.1511856,-96.8672249,"Fantastic south facing two story floor plan home, in Prime location Frisco! This property has new carpet, fresh paint, and a tankless water heater. Master suite and half bathroom on the first floor. Spacious kitchen with adjoing breakfast area. Main entry and living room include the very desirable high ceilings. It is a must see, do not miss out!"
8/1/2022,Frisco,75036,800000,5,4,3755,10367,2002,213,20092036,33.1486863,-96.8697386,"MULTIPLE OFFERS RECEIVED. Call for deadline. Gorgeous Darling home in sought-after Westfalls Village. Open floor plan with 5 bedrooms and office. Owner's suite, office, and additional bedroom down with it's own bath. Beautiful wood floors, custom mouldings, and updated colors schemes throughout. Large 2021 updated kitchen and breakfast room with extensive cabinetry. Butler's pantry or coffee bar between dining and kitchen. Fresh paint in most of house and designer touches throughout. Plantation shutters in majority of house looking out to the exquisite backyard oasis. Game room with built-in desk, media room, 3 bedrooms, and 2 baths up. Beautifully landscaped backyard with gorgeous pool and spa. Pool and spa added 5-7 years ago. Large covered patio and fire pit making this the perfect home for entertaining. Close to green belt, on a cul-de-sac, and fantastic community with walking trails, community pool and parks. Don't Miss!"
10/1/2021,Frisco,75036,449000,4,3.5,2807,6011,2006,160,14653640,33.1497042,-96.8655492,"OPEN HOUSE SATURDAY AUG 28 AND SUNDAY AUG 29 1PM-3PM. Multiple offers have been received Offer deadline is Sunday at 7pm. This is a great opportunity to own an EAST FACING well maintained home in the heart of Frisco. This home has 4 bed rooms with the primary bed room down stairs. It has a formal living area, formal dining area, game room upstairs and a kitchen that is open to the family room. The back patio has an outdoor kitchen that is perfect for you to entertain. This location is so convenient. You are only a 10 min drive to The Star, Legacy West, PGA Headquarters and the Dallas North Tollway."
4/1/2021,Frisco,75036,400000,5,3,2497,7405,2004,160,14523267,33.1490435,-96.8763375,"WELCOME HOME! Meticulously maintained UPDATED in highly sought after FRISCO ISD. Handsomely adorned with Austin Stone and NEW landscaping creates impressive curb appeal. This home offers a cozy living room filled with an abundance of natural light and features an open concept throughout. Enjoy preparing meals in a spacious kitchen adorned with white cabinetry, generous counter space and NEW SS appliances. 5TH BR with French Doors down make a super office, or in-law bedroom just steps from 3rd full bath. Huge Primary Suite up with sitting area. Convenient overhead garage storage racks. Great neighborhood, convenient to schools, parks & playgrounds, shopping, and restaurants. Extended stamped concrete patio."
7/1/2021,Frisco,75036,450000,4,2.5,2582,6534,1999,174,14598690,33.151579,-96.869213,"Gorgeous, fully updated home in desirable west Frisco. Enjoy top rated schools and proximity to parks, greenbelt, restaurants and shopping. Recent updates include: wood flooring throughout, marble counters, modern paint colors, decorative lighting, custom window treatments, rain shower in master, and much, much more! This one won't last!"
5/1/2021,Frisco,75036,499000,4,3.5,3386,9409,2001,147,14546630,33.1521889,-96.8755833,"Nestled on a quiet cul-de-sac is this stunning home situated in Westfalls Village. Dramatic brick elevation w-lush landscaping creates charming curb appeal. Flanked off the entry way is the formals. Wonderful open floor plan has the kitchen, breakfast & living all open to each other. Living room is accented w-a gas FP & lots of windows that bring in natural light. The Kitchen features a wrap around breakfast bar, island, white cabinetry, gas cooktop and tiled backsplash. Huge Master Suite w-plenty of space for a sitting area + en-suite bath! Nicely appointed Guest Bedrooms one w-ensuite! Pool sized backyard w-storage shed! Tankless water heater, 2020 fence, 2021 carpet, fresh paint + 2021 Vinyl Living floors!"
5/1/2021,Frisco,75036,345000,3,2,1637,4008,2015,211,14542546,33.150312,-96.888376,"One story like NEW with all up grades, rated schools (sparks & pioneer), across green area. Large living room with decorative fireplace, lots of windows, wood floors. kitchen with granite counters, tile back-splash, SS appliances with gas cook top & large table height eating bar. Master suite features tray ceiling, nice walk-in closet & beautiful en-suite bath with walk-in shower. Covered patio with extended floor, 10 ft ceilings, ceiling fans, Thankless water heater, decorative lighting. 4 added security cameras around exterior. Easy access to Dallas Parkway and 423. Near shops, restaurants."
10/1/2021,Frisco,75036,325000,3,2,1794,6534,2001,181,14685756,33.1485709,-96.8659068,"MULTIPLE OFFERS RECEIVED. Please have all offers submitted by Monday, Oct 11 at 9AM. We hope to have a decision by 5PM. Lovely home in desirable neighborhood. Split bedrooms. Great kitchen nook. Gas cooktop. Master has large walk-in closet, double sinks, separate shower & garden tub. Situated near major roadways with quick access to popular restaurants, retailers & recreational facilities. Neighborhood offers an outdoor pool, jacuzzi, patio & playground. Large greenspaces throughout the community give children ample room to play. Highly recognized schools are just minutes away. Homebuyers looking for a fun-filled lifestyle will find that and much more in this family friendly neighborhood!"
6/1/2021,Frisco,75036,744268,5,4,3850,10367,2021,193,14460496,33.1399333,-96.8699062,"NEW Village Builders Ranier floor design. Large Pie shape homesite great for a pool! Two bedrooms downstairs is great for guest or in laws. Open concept with kitchen island overlooking the family room. This home also offers a private home office downstairs as well as entertaining spaces upstairs, the game room and media room. Close walk to community amenity center!! THIS HOME COMPLETE JUNE 2021. Please call to set up time to visit."
10/1/2021,Frisco,75036,625000,4,3.5,3978,8102,2002,157,14669023,33.1495552,-96.8751187,"Don't miss this stunning home w-REMODELED KITCHEN & MASTER BATH! Sweeping staircase greets you next to adjoining Living-Dining Rms. Family Room has tall windows, view to 2nd level & built-ins flank the fireplace. Open floorplan to Kitchen & brkfst bar & 2nd stairway. Chef's Kitchen with white tile backsplash in herringbone pattern, SS appliances & white cabinetry all in perfect contrast to granite counters. Rich hardwoods in most of 1st floor. Fence & HVAC replaced in 2015 (water heater 2016). New Roof 9-2021! North-facing home with solar screens in back. Amenities include clubhouse, pool, splash pad, park, playground."
5/1/2022,Frisco,75036,1349000,4,4.5,4587,9322,2017,294,20038940,33.1419579,-96.8712469,"Offer deadline 6pm Monday, 2nd May. Stunning NORTH facing home in most DESIRABLE PCR Riverton neighborhood! Best Schools! Open floor plan, lot of upgrades, luxury finishes! Curved staircase, sparkling new solid hardwood flooring on first floor. Gourmet kitchen offers oversized granite island, breakfast bar, KitchenAid SS appliances, professional grade gas cooktop with powerful 1200CFM exhaust. Dining room with attached wine cellar. Spacious Family room with stone fireplace, high ceilings. master bedroom down, master bath has large tub, dual showers & vanities, his & her WIC. 2nd floor offers oversized game room, 2nd living with covered balcony, bedroom 3 with attached bath, bedroom 4 and media room prewired for 7.2.2 ATMOS. Covered patio incl. outdoor kitchen with granite tops, prepped for gas fireplace and TV hookup in backyard. Extended driveway has basketball hoop. New epoxy flooring, overhead storage. Lightening Protection! Culligan Water softener with RO system! Smart home!"
4/1/2021,Frisco,75036,359900,3,2,1909,4269,2016,189,14526795,33.151152,-96.886633,"No more showings. Multiple offers received, all offers due by Monday at 5pm. Meticulously Maintained, Luxury Patio Home! Move in Ready, Many Features Include High Ceilings, Crown Molding, Engineered Hardwoods, Modern Color Palette Paint, Cast-Stone Gas FP, Open Kitchen, Crisp White Cabinetry, Gas Cooktop, & Walk In Pantry. 2 Bedrooms at the Front with Full Guest Bath, Spacious Owners Suite with sitting area to the rear of home. Owners Bath Offers Dual Sinks, Granite, Garden Tub, Custom tile, Separate Shower & Huge WIC! Extended Patio & Low Maintenance Private Yard. MASKS AND SHOE COVERS(Provided) REQUIRED. IF Multiple offers, All offers due by March 8th, 5pm. Offer instructions are provided on mls."
11/1/2021,Frisco,75036,525000,4,3.5,3234,10803,2001,162,14667769,33.152979,-96.885068,"Wonderful home with an incredible backyard with A+ Frisco schools! Light & bright with vaulted ceilings, wood flooring + crown molding. Dining room big enough for Holiday gatherings & a passthrough to the kitchen. Huge Eat-in kitchen with lots of storage, island, gas cooktop & a special work nook perfect as a home office. Private master bedroom with spa-like bathroom with jetted tub, makeup vanity & large walk-in closet. 3 bedrooms plus 2 bathrooms upstairs & a large Gameroom & a media room with built-in speakers & cabinets. Amazing backyard with extended patio, pergola, storage shed, sports court & room for a pool. Great location close to shopping, schools & restaurants. OFFER DEADLINE 11:59 SUN. 9-26"
8/1/2022,Frisco,75036,895000,4,3,3277,8407,2017,273,20116709,33.1452572,-96.8811396,"Luxurious home in the highly coveted Phillips Creek Ranch Waterton subdivision! Award winning FRISCO ISD! This CalAtlantic home has a castle-like feel with turret that opens to a beautiful winding staircase. Light and bright open concept layout showcases superb finishes throughout the home with excellent taste and designer touches. Soaring ceilings, engineered hardwood floors, and abundant natural light! Expansive gourmet kitchen with oversized island, granite countertops, custom backsplash and stainless steel appliances! Spacious owner’s suite boasts his and hers walk-in closets & is prewired for smart windows! Bonus game-flex room upstairs! Enhanced with smart home package! 3 ½ (tandem) car garage with epoxy floors! Texas sized extended covered patio w gas connection – perfect for entertaining! PCR features 2 parks, clubhouse, pool, fitness center, volleyball, paved bike and walking trails, playgrounds, lakes! ADT security included with HOA"
12/1/2022,Frisco,75036,497000,3,2,1721,5968,2000,289,20174385,33.1513692,-96.8813953,"Click the Virtual Tour link to view the 3D walkthrough. Refreshed landscaping enhances the inviting curb appeal at this adorable 3 bedroom home. Inside you'll find a spacious, open floor plan complemented by flowing natural light and fresh paint throughout. The kitchen showcases ample cabinet space, granite countertops, unique backsplash, a wine fridge and a built-in bar area that would make the perfect coffee station. The living room features an eye-catching stone accent wall equipped with a built-in entertainment center ready to be enjoyed. A delightful primary suite features a walk-in closet and luxurious ensuite bath with dual sinks, a large glass encased shower and a dreamy garden tub to soak in after a long day. The outdoor space will soon become the favorite! Designed with entertaining in my mind, it boasts a side patio, immaculate lawn with a tall privacy fence and an oversized covered back porch with a fireplace and a spot for a TV - perfect for year round use!"
7/1/2022,Frisco,75036,554000,3,2,1909,4095,2014,290,20072677,33.1503626,-96.8872744,"This meticulously maintained, former Model patio home offers easy living in the heart of Frisco and sought after Frisco ISD and Reedy HS! Eye-catching 11 ft. ceilings framed with elegant crown molding, invite you to enjoy a stylish yet comfortable gathering space for open concept living. Plantation shutters and designer window treatment upgrades add texture, design and elegance. Luxe hardwood flooring expands throughout living and dining areas. Galley kitchen featuring 42in white cabinetry w upgraded inlay and glass features create a clean and airy design. Separate owner’s suite boasts hardwood floors, tray ceiling, patio garden views and en suite bath w substantial closet space. Feel grounded in an English-like garden oasis, w delightful flowers, private outdoor living, all to the playlist of the tranquil fountain serenade. Community features include open green space, nearby J.R. Newman Park."
11/1/2022,Frisco,75036,650000,3,3.5,3275,8538,2005,198,20195640,33.1458849,-96.8729132,"Charming David Weekley home in desirable established West Frisco neighborhood. This floor plan offers so much flexibility. if you need two offices it is set up to accommodate two working adults. If you need to have a playroom for the kids it can be located right next to their rooms plus a desk for homework or projects. Perhaps you might need a second master or a teenager retreat or possibly a separate college student area, the upstairs layout would be perfect as it has a large room plus a loft area, bath and an oversized closet. So you could have 4 bedrooms. Or just use as a gameroom. Primary suite is separate from all other areas and offers privacy and enough room for a sitting area plus an oversized closet. The kitchen is the hub of the home and would certainly be the gathering place for many family activities. Two islands and one is perfect for seating.Double ovens for those who love to cook! Large laundry room with a sink, oversized garage, recently repl fence, home faces north."
8/1/2021,Frisco,75036,450000,3,3,2278,9714,2015,198,14620654,33.152163,-96.886985,"MULTIPLE OFFERS RECEIVED BEST AND FINAL OFFER JULY, 19 AT 1PM FRISCO ISD!! You don't want to miss the AWESOME opportunity to live in this beautiful home located in a quiet, beautiful neighborhood. Great layout with amazing use of space. Huge master closet and large Game room with private Full bathroom. Laminated Floors all over the house. Huge Backyard. Great Location within minutes of the Dallas North Tollway, Sam Rayburn, Easy access to shopping and restaurants. . Open living area with lots of windows."
12/1/2021,Frisco,75036,695000,5,3.5,4225,9845,2005,164,14704004,33.1458652,-96.8705556,"Set in the beautiful corner lot of Heritage Village in Frisco. This house offers elegant curb appeal with extended font porch to enjoy the lush trees. Open design gives an optimal continuity and flow with an abundance of natural light. Designer kitchen with gas cooktop and optional color choices for new buyers suggested by designer. 2 bedroom down or use 1 as flex room. Epoxy and work station in the garage. 5 bed, 3.5 bath, game room, media room. House also features solar screens, radiant barrier & water filter in the kitchen. 2nd staircase adds to the practicality of the layout. New pain and carpet. Walking distance to elementary and middle schools. All three schools are Exemplary Frisco ISD schools."
5/1/2022,Frisco,75036,790000,4,3.5,3325,9387,2002,238,20011487,33.1467623,-96.8713307,"This Frisco two-story home offers a patio, and a two-car garage. This home has been virtually staged to illustrate its potential."
5/1/2021,Frisco,75033,355000,3,2,2259,8625,2000,157,14533651,33.1549731,-96.8696237,"Sought after neighborhood, The Trails in West Frisco. Amazing corner lot that backs to the green space and walking trail. Enjoy the evening in the shaded backyard with freeform stone patio by the custom fireplace. Open floor plan with split bedroom arrangement. STUDY or OFFICE plus 3 bedrooms. Spacious kitchen with plenty of cabinets and countertops. Formal living and dining rooms provide great family gathering area or a place to escape. HOA includes multiple pools, tennis courts and playground. Schools within walking distance. You don't want to miss this opportunity!! DEADLINE FOR OFFERS IS SUNDAY, MARCH 21 AT 5:00 P. M."
8/1/2022,Frisco,75036,900000,4,4,3785,12197,2017,238,20107446,33.1451853,-96.8820781,"Pride of ownership shows in this large and immaculate one owner home located in the highly sought-after Phillips Creek Ranch. This home offers the desirable open concept floor plan complete with plantation shutters through out and hand-scraped hardwood floors downstairs along with all bedrooms, 3 full baths, 1 half bath and designated home office. Upstairs you will find a large flex area currently set up as a play area, the media room and another half bath. Home is located directly across the street from a large grassy area (park) and sits on it's own over sized lot, plenty large enough for a pool to cool off in during these Texas summers!"
8/1/2021,Frisco,75036,499990,5,4,3117,8102,2002,160,14631404,33.150469,-96.874625,"MULTIPLE OFFERS RECEIVED!! PLEASE SUBMIT HIGHEST AND BEST BY 5 PM ON SUNDAY, 7.25.21. A SELECTION WILL BE MADE SUNDAY EVENING. THANKS! Welcome to a slice of the Texas Hill Country in the heart of Frisco. Professionally decorated and painted throughout, this home is packed with unique trim, faux finishes, abundant color, and major charm. All the details come together to create a homey feel with a hip Texas vibe. A few highlights: one-of-a-kind mosaic fireplace surround, 80-year old reclaimed solid beech wood flooring, complementary colors in the entry that makes the crown molding pop, and a pool size yard. Each room is its own environment to enjoy. With 5 beds & 4 full baths, there is space for everyone."
5/1/2021,Frisco,75036,448000,3,2,2181,6752,2013,205,14529831,33.147373,-96.884639,"Multiple Offers Received. Highest and Best by 7pm Saturday. No showings past Friday. Gorgeous Phillips Creek Ranch dream home in master planned neighborhood with front yard maintenance. The west facing home is within walking distance to top rated Frisco schools. Phillips Creek Ranch offers more than 100 acres of green spaces, lakes, an extensive creek system, trails, parks, playground,etc. Cozy up to the gas fireplace and enjoy your carpet free home. The kitchen boasts an abundance of cabinet an d counter space with an oversized island. Step outside and enjoy your evenings under your covered patio. Master bath features large walk in shower with separate soaker tub. * Sellers will require a lease thru 7-15-21 *"
11/1/2021,Frisco,75036,650000,4,3.5,3175,10106,1999,205,14680192,33.151334,-96.8720639,"Spectacular 1.5 story dream home nestled in premier W Frisco. Stunning hardwood floors welcome you inside this expansive open concept entertainment space. Enjoy preparing chef inspired meals in the beautifully updated kitchen highlighted by granite counter-tops, stainless Bosch appliances and under-mount lighting. The inviting family room has a wall of windows overlooking the breathtaking outdoor living space complete with a sparkling pool. All bedrooms are conveniently located on the 1st floor with updated baths including a luxurious primary en suite. Additional amenities include a spacious game room with wet bar and 3 car garage. Desirable location just minutes to the Frisco Star, Legacy West, DNT and 121."
5/1/2022,Frisco,75036,699000,4,4,4449,8712,2002,157,20022068,33.1479859,-96.8733208,"Exceptional home in West Frisco with plenty of room for everyone! Drees Custom with a perfect floorplan for entertaining friends and family. Palatial primary suite with an adjacent home office that is both convenient and functional. The landscaped corner lot provides ample privacy and allowed the builder to construct an oversized three car garage. Upstairs the bedrooms are split between an amazing game room and media room. Westfalls Villages offers a great lifestyle with easy access to all the necessities, two parks, a community pool and endless entertainment options in Friscos Main Street District, including Toyota Stadium. Schedule an appointment to see why so many people love to call this neighborhood their home."
5/1/2021,Frisco,75036,525000,5,4,4050,10193,2004,130,14542078,33.1450522,-96.8695843,"Don't wait to see this fabulous West Frisco home on its pool sized lot! Greeted by a beautiful iron front door, step into the entryway with wood floors, vaulted ceilings, and an elegant curved iron staircase. Grand living room with fireplace, chef's kitchen with cabinets galore and island. The serene master suite with a wall of windows enjoys outdoor views. Guest bedroom down with full bath, while a double French door study is perfect for a home office. An enormous game room with wet bar and wall of cabinets. Nearby, the theatre room with sconce lighting does not disappoint. Electric gate across 3 car driveway, cedar covered back patio over an extended flagstone patio. FINAL OFFERS DUE 7 PM ON SAT, APRIL 3RD."
7/1/2021,Frisco,75036,399000,3,2,1911,4095,2015,209,14596483,33.1506521,-96.888364,"East facing one story luxury patio home with all upgrades across the green area in Frisco ISD. Three bedrooms with study, spacious family room. Living room with fireplace and lots of windows. Kitchen with Granite countertop, SS appliances, gas cooktop overlooking family room. Two bedrooms at front with full bath and owner’s suites in back. Owner’s suite with trayed ceiling, Owners Bath Offers Dual Sinks, Granite, Garden Tub, Separate Shower & Huge WIC! Covered Extended Patio & Grassy Area. The washer, Dryer, and Refrigerator are negotiable with an acceptable offer. Easy access to Dallas Parkway, 423 and 121. Don't miss this opportunity!!"
12/1/2022,Frisco,75036,1100000,5,4,4507,8364,2016,244,20190598,33.1413714,-96.8787049,"Stunning 5 bedroom, 4 bath home located in sought-after Phillips Creek Ranch with a grand rotunda entry has it all! Vaulted ceilings, hardwood flooring, & spiral staircase w-wrought iron spindles. Ideal floor plan with master, office & guest bedroom on the 1st floor. Spacious dining room great for holidays + Chef kitchen with upgraded granite, double ovens, huge breakfast bar, 10' cabinets + a butlers pantry. Light & bright living room with soaring ceilings & a dramatic stone fireplace. Huge master bedroom with a sitting area & a spa-like bathroom with a double entrance shower, soaking tub, linen closet & 2 vanities. Upstairs is a flex space, game room, multi-level media room + 3 additional bedrooms. Relax or cookout under the covered patio with a stone fireplace great for smores. Private Corner lot big enough for a pool plus adjacent to greenbelt. Great location & community amenities featuring pools, parks, clubhouse & more. Conveniently located to Pioneer Middle & Nichols Elementary!"
6/1/2022,Frisco,75036,849000,4,4,3313,6316,2015,256,20052650,33.1461801,-96.8830088,"Imagine a community designed for today's active people that provides a beautiful, natural ambiance with parks, lush greenbelts, walking trails and resort-style amenity center and pool. The community is minutes from Dallas North Tollway for shopping, dining, sports and concert venues, and entertainment. Just a few minutes south via FM 423 is Sam Rayburn Tollway Highway 121 offering quick accessibility to the entire DFW Metroplex. Frisco's outstanding schools and exceptional quality of life are the reason it is on of the fastest growing cities in the country."
10/1/2022,Frisco,75036,685000,4,3,3068,9073,2002,223,20158717,33.1448671,-96.8680418,"THIS BEAUTIFULLY UPDATED FRISCO HOME IS WAITING FOR YOU!! Upon entering the neighborhood you see greenbelts, mature trees, and walking paths. This home has gorgeous landscaping with mature trees and lush grass. 4 beds and 3 full baths with 2 bedrooms on the main level and 2 bedrooms upstairs complete with a game room. The seller has put 100K worth of upgrades into the home, just last year. Spacious living area complete with LVP throughout 1st level and a recently renovated fireplace. The vaulted ceilings amplify the room with tons of natural light. Open concept kitchen to the family area and a walk-in pantry with added space for those Costco visits. The large kitchen has been updated with an oversized island, breakfast bar, and induction cooktop. Downstairs also has an office for those working from home. Relax in the very private pool-sized backyard with a peaceful patio area for your morning coffee. Conveniently located within walking distance to the elementary, middle school & park"
5/1/2021,Frisco,75036,489900,4,3,3225,9496,2002,152,14547643,33.1501934,-96.8738571,"HIGHEST AND BEST DUE APRIL 8TH. 5PMGorgeous home on Corner Lot! Updates include, recent paint throughout. New Roof in 2018, New Fence 2019, 2 New Water Heaters in 2016, New Blown insulation in 2017. Home offers 2 bedrooms downstairs! Master bathroom new granite tops and shower installed in 2018. HUGE kitchen with tons of cabinet space, new backsplash, appliances, sink, and refinished cabinets. New carpet too! Secondary bathroom has been completely remodeled as well! 3 CAR GARAGE! Seller will require a lease back UNTIL JULY 5TH. Office downstairs."
11/1/2021,Frisco,75036,495000,4,3,2716,4095,2017,182,14679672,33.150706,-96.886353,"LUXURY PATIO HOME, A True Gem in Frisco near Highly Rated Frisco ISD. Construction Completed in 2017. A Turnkey Home for Easy Living and Easy Maintenance with Ideal Features: Master Suite & a Flex Room (Bedroom-Study) on the First Floor, No Carpet, Engineered Wood Throughout, Ceramic Tile in wet areas, High Ceilings, Crown Molding, Neutral Colors, Ceiling Fans, Open Concept Kitchen to Living Areas, Large Natural Stone Island, SS Appliances, Gas Cooktop, Spacious Master Suite, Dual Sinks, Granite Counters, Garden Tub, Separate Shower & Huge Walk-In Closet, Tankless Water Heater. Located on the east side of the house is the professional GE AvantaPure Professional Water Treatment Filtration System, installed 2017."
11/1/2021,Frisco,75036,560000,4,3.5,3570,7362,2002,157,14686719,33.1514899,-96.8851842,"Step into this spacious, open-floor plan home featuring 3 living areas and a huge secluded game room. 2-story ceilings in both living rooms downstairs make everything light and bright. The chef's kitchen is complete with a large island, breakfast bar, recent granite and backsplash, and double oven with 5-burner gas range. Off the kitchen is an office nook with built-in granite desktop and cabinets. Master bath has been beautifully upgraded with granite and recent fixtures. Roof replaced in 2017, HVAC - 2018, water heater and carpet - 2020. Elementary school is within walking distance and has a park and playground for kids to enjoy. MUST SEE!"
4/1/2021,Frisco,75036,415000,4,3.5,2780,8843,2002,149,14532549,33.1468554,-96.8668688,"Open House: Sunday,March 21 from 11am-1pm. Welcome Home! This beautiful home in Frisco ISD features hardwood floors, updated kitchen with granite countertops, subway tiled backsplash. Master bedroom is down with a luxurious updated master bath. 3 bedrooms up with 2 full baths up plus a game room. The inviting landscaped backyard is a great place to entertain. Stay on top of your golf game on the putting green in the side yard. The home's West Frisco location provides easy access to the North Dallas tollway and shopping. ***MULTIPLE OFFERS RECEIVED*** OFFER Deadline is Monday, March 22nd @ NOON."
10/1/2022,Frisco,75036,645000,4,3,2976,8756,2005,217,20152642,33.1455008,-96.8735931,"Beautiful West Frisco home offers plenty of space for everyone at 2976 sq ft. with impressive curb appeal. Wonderful open floorplan has 4 bedrooms, 3 full bathrooms, home office, and bonus room. The chef's kitchen has SS appliances, granite countertops, island, gas cooktop, and a breakfast bar, custom cabinetry with plenty of storage. The livingroom has a fireplace, and custom built-ins, and a view of the lush landscaped backyard with a new board-on-board fence. The primary suite is in the back of the house has a sitting area, a large bathroom with a soaking tub, separate shower, walk in closet. The plantation shutters, wood flooring are just some of the upgrades in this house that makes it a MUST SEE!"
